termCode;crn;subjCode;crseNumb;title;campus;seats;semester;programsAmount;block;beginTime;endTime;startDate;endDate;monday;tuesday;wednesday;thursday;friday;saturday;sunday;requiredFloor;specialRequirement;crossList;crossListSeats
202520;21578;DAMA;00135;Cálculo I;A;80;01;12;D;1430;1600;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21579;DAMA;00672;Didáctica de la Matemática III;A;25;06;2;B;0955;1125;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21586;EADE;00262;Persona y Acto Jurídico;A;72;02;1;E;1615;1745;18-08-2025;19-12-2025;;;;;Y;;;;;;
202520;21586;EADE;00262;Persona y Acto Jurídico;A;72;02;1;E;1615;1745;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21586;EADE;00262;Persona y Acto Jurídico;A;72;02;1;E;1615;1745;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21597;EADE;00761;Derecho Procesal Penal;A;40;07;1;D;1430;1600;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21597;EADE;00761;Derecho Procesal Penal;A;40;07;1;D;1430;1600;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21597;EADE;00761;Derecho Procesal Penal;A;40;07;1;D;1430;1600;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21611;DAIQ;00800;Ing. y Desarrollo Sustentable;A;80;04;8;F;1800;1930;18-08-2025;19-12-2025;;;;;Y;;;;;;
202520;21611;DAIQ;00800;Ing. y Desarrollo Sustentable;A;80;04;8;F;1800;1930;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21611;DAIQ;00800;Ing. y Desarrollo Sustentable;A;80;04;8;G;1945;2115;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21612;DAFI;00502;Optica Y Fisica Moderna;A;10;05;1;A;0810;0940;18-08-2025;19-12-2025;Y;;;;;;;;;LCDAFI006;36
202520;21612;DAFI;00502;Optica Y Fisica Moderna;A;10;05;1;C;1140;1310;18-08-2025;19-12-2025;;;;Y;;;;;;LCDAFI006;36
202520;21612;DAFI;00502;Optica Y Fisica Moderna;A;10;05;1;D;1430;1600;18-08-2025;19-12-2025;;;;;Y;;;;;LCDAFI006;36
202520;21615;DAEC;00200;Macroeconomia I;A;40;02;3;A;0810;0940;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21615;DAEC;00200;Macroeconomia I;A;40;02;3;A;0810;0940;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21658;DAAC;00291;Contabilidad y Negocios;A;45;02;1;B;0955;1125;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21661;DAAC;00691;Herramienta Control de Gestión;A;45;06;1;B;0955;1125;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21661;DAAC;00691;Herramienta Control de Gestión;A;45;06;1;B;0955;1125;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21672;EAPS;00202;Filosofia De Las Ciencias;A;38;02;1;E;1615;1745;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21672;EAPS;00202;Filosofia De Las Ciencias;A;38;02;1;F;1800;1930;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21673;EAPS;00200;Teorias Y Sistemas Psicologico;A;38;02;1;F;1800;1930;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21673;EAPS;00200;Teorias Y Sistemas Psicologico;A;38;02;1;G;1945;2115;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21676;EAPS;00404;Metodologia Cuantitativa 1;A;40;04;1;B;0955;1125;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21676;EAPS;00404;Metodologia Cuantitativa 1;A;40;04;1;C;1140;1310;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21679;EAPS;00605;Introduccion A La Psicoterapia;A;80;06;1;F;1800;1930;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21679;EAPS;00605;Introduccion A La Psicoterapia;A;80;06;1;G;1945;2115;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21682;EAPS;00603;Psicologia De La Salud;A;80;06;1;D;1430;1600;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21683;EAPS;00603;Psicologia De La Salud;A;38;06;1;F;1800;1930;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21684;EAPS;00603;Psicologia De La Salud;A;38;06;1;D;1430;1600;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21688;EAPS;00817;Psicologia Clinica De La Salud;A;30;08;1;F;1800;1930;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21689;EAPS;00817;Psicologia Clinica De La Salud;A;31;08;1;F;1800;1930;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21697;DAAD;00293;Administración;A;55;02;1;F;1800;1930;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21697;DAAD;00293;Administración;A;55;02;1;F;1800;1930;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21699;DAAD;00493;Gestión Estratégica;A;50;04;1;B;0955;1125;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21699;DAAD;00493;Gestión Estratégica;A;50;04;1;B;0955;1125;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21705;DDOC;00102;Comunicación Efectiva I;A;35;01;18;F;1800;1930;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21706;DDOC;00202;Comunicación Efectiva II;A;30;06;13;F;1800;1930;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21714;DDOC;02184;Inglés 2;A;30;02;38;B;0955;1125;18-08-2025;19-12-2025;;;;;Y;;;;;;
202520;21714;DDOC;02184;Inglés 2;A;30;02;38;B;0955;1125;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21715;DDOC;02184;Inglés 2;A;30;02;38;D;1430;1600;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21715;DDOC;02184;Inglés 2;A;30;02;38;D;1430;1600;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21716;DDOC;02184;Inglés 2;A;30;02;38;E;1615;1745;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21716;DDOC;02184;Inglés 2;A;30;02;38;E;1615;1745;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21717;DDOC;02184;Inglés 2;A;30;02;38;F;1800;1930;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21717;DDOC;02184;Inglés 2;A;30;02;38;F;1800;1930;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21718;DDOC;02184;Inglés 2;A;30;02;38;F;1800;1930;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21718;DDOC;02184;Inglés 2;A;30;02;38;F;1800;1930;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21719;DDOC;02184;Inglés 2;A;30;02;38;F;1800;1930;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21719;DDOC;02184;Inglés 2;A;30;02;38;F;1800;1930;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21720;DDOC;02184;Inglés 2;A;30;02;38;F;1800;1930;18-08-2025;19-12-2025;;;;;Y;;;;;;
202520;21720;DDOC;02184;Inglés 2;A;30;02;38;F;1800;1930;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21722;DDOC;02184;Inglés 2;A;30;02;38;B;0955;1125;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21722;DDOC;02184;Inglés 2;A;30;02;38;B;0955;1125;18-08-2025;19-12-2025;Y;;;;;;;PISO1;;;
202520;21723;DDOC;02184;Inglés 2;A;30;02;38;B;0955;1125;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21723;DDOC;02184;Inglés 2;A;30;02;38;B;0955;1125;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21724;DDOC;02184;Inglés 2;A;30;02;38;B;0955;1125;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21724;DDOC;02184;Inglés 2;A;30;02;38;B;0955;1125;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21725;DDOC;02184;Inglés 2;A;30;02;38;B;0955;1125;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21725;DDOC;02184;Inglés 2;A;30;02;38;B;0955;1125;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21726;DDOC;02184;Inglés 2;A;30;02;38;B;0955;1125;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21726;DDOC;02184;Inglés 2;A;30;02;38;B;0955;1125;18-08-2025;19-12-2025;;Y;;;;;;PISO0;;;
202520;21727;DDOC;02184;Inglés 2;A;30;02;38;C;1140;1310;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21727;DDOC;02184;Inglés 2;A;30;02;38;C;1140;1310;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21728;DDOC;02184;Inglés 2;A;30;02;38;C;1140;1310;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21728;DDOC;02184;Inglés 2;A;30;02;38;C;1140;1310;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21729;DDOC;02184;Inglés 2;A;30;02;38;C;1140;1310;18-08-2025;19-12-2025;;;;;Y;;;;;;
202520;21729;DDOC;02184;Inglés 2;A;30;02;38;C;1140;1310;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21732;EAPS;00404;Metodologia Cuantitativa 1;A;40;04;1;B;0955;1125;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21732;EAPS;00404;Metodologia Cuantitativa 1;A;40;04;1;C;1140;1310;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21733;EAPS;00818;Psicologia Juridica Y Forense;A;62;08;1;F;1800;1930;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21733;EAPS;00818;Psicologia Juridica Y Forense;A;62;08;1;G;1945;2115;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21795;DAQU;00103;Química General I;A;20;01;2;A;0810;0940;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21795;DAQU;00103;Química General I;A;20;01;2;D;1430;1600;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21797;DAQU;00103;Química General I;A;20;01;2;A;0810;0940;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21798;DAQU;00631;Análsis Instrumental I;A;5;06;1;B;0955;1125;18-08-2025;19-12-2025;Y;;;;;;;;;LCDAQU006;20
202520;21798;DAQU;00631;Análsis Instrumental I;A;5;06;1;D;1430;1600;18-08-2025;19-12-2025;;;Y;;;;;;;LCDAQU006;20
202520;21799;DAQU;00631;Análsis Instrumental I;A;5;06;1;E;1615;1745;18-08-2025;19-12-2025;;;Y;;;;;;;LCDAQU007;15
202520;21812;DAEC;00495;Estadística I;A;45;04;1;E;1615;1745;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21812;DAEC;00495;Estadística I;A;45;04;1;E;1615;1745;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21857;DATE;00048;Filosofía y Ciencia;A;40;03;44;C;1140;1310;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21858;DATE;00064;Avances Científicos: Pro y Con;A;40;03;33;F;1800;1930;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21870;EAED;00840;Investigación para el Aula II;A;30;08;2;B;0955;1125;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21870;EAED;00840;Investigación para el Aula II;A;30;08;2;D;1430;1600;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21882;EAED;00656;Práctica III;A;10;06;1;E;1615;1745;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21883;EAED;06502;Ed para Ciudadanía Democrática;A;15;06;1;E;1615;1745;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21883;EAED;06502;Ed para Ciudadanía Democrática;A;15;06;1;E;1615;1745;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21885;EAED;08500;Didáctica del Lenguage y Liter;A;8;08;1;B;0955;1125;18-08-2025;19-12-2025;;;;;Y;;;;;;
202520;21885;EAED;08500;Didáctica del Lenguage y Liter;A;8;08;1;E;1615;1745;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21886;EAED;08501;Didáctica de la Matemática II;A;15;08;1;B;0955;1125;18-08-2025;19-12-2025;;;;;Y;;;;;;
202520;21886;EAED;08501;Didáctica de la Matemática II;A;15;08;1;D;1430;1600;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21887;EAED;00851;Escuela y Liderazgo Pedagógico;A;20;08;1;C;1140;1310;18-08-2025;19-12-2025;;;;;Y;;;;;;
202520;21887;EAED;00851;Escuela y Liderazgo Pedagógico;A;20;08;1;D;1430;1600;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21888;EAED;00853;Práctica V: Profesional II;A;8;08;1;E;1615;1745;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21893;EADE;00164;Historia del Derecho;A;60;01;1;A;0810;0940;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21893;EADE;00164;Historia del Derecho;A;60;01;1;B;0955;1125;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21894;EADE;00161;Intro. al Fenómeno Jurídico;A;40;01;1;A;0810;0940;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21894;EADE;00161;Intro. al Fenómeno Jurídico;A;40;01;1;A;0810;0940;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21894;EADE;00161;Intro. al Fenómeno Jurídico;A;40;01;1;B;0955;1125;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21898;FAIC;00102;Pr. Intro. a la Ingeniería;A;40;01;10;E;1615;1745;18-08-2025;19-12-2025;;;;;Y;;;;LING;;
202520;21899;FAIC;00100;Pr. Intro. a la Ingeniería;A;40;01;5;E;1615;1745;18-08-2025;19-12-2025;;;;;Y;;;;LING;;
202520;21909;DAMA;00135;Cálculo I;A;80;01;12;B;0955;1125;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21909;DAMA;00135;Cálculo I;A;80;01;12;B;0955;1125;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21909;DAMA;00135;Cálculo I;A;80;01;12;B;0955;1125;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21909;DAMA;00135;Cálculo I;A;80;01;12;D;1430;1600;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21910;DAMA;00135;Cálculo I;A;80;01;12;B;0955;1125;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21910;DAMA;00135;Cálculo I;A;80;01;12;B;0955;1125;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21910;DAMA;00135;Cálculo I;A;80;01;12;B;0955;1125;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21910;DAMA;00135;Cálculo I;A;80;01;12;D;1430;1600;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21911;DAMA;00135;Cálculo I;A;80;01;12;B;0955;1125;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21911;DAMA;00135;Cálculo I;A;80;01;12;B;0955;1125;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21911;DAMA;00135;Cálculo I;A;80;01;12;B;0955;1125;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21911;DAMA;00135;Cálculo I;A;80;01;12;D;1430;1600;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21912;DAMA;00136;Álgebra I;A;80;01;12;A;0810;0940;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21912;DAMA;00136;Álgebra I;A;80;01;12;B;0955;1125;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21912;DAMA;00136;Álgebra I;A;80;01;12;C;1140;1310;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21912;DAMA;00136;Álgebra I;A;80;01;12;D;1430;1600;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21913;DAMA;00136;Álgebra I;A;80;01;12;A;0810;0940;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21913;DAMA;00136;Álgebra I;A;80;01;12;B;0955;1125;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21913;DAMA;00136;Álgebra I;A;80;01;12;C;1140;1310;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21913;DAMA;00136;Álgebra I;A;80;01;12;D;1430;1600;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21916;DAMA;00309;Ecuaciones Diferenciales;A;80;03;10;A;0810;0940;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21916;DAMA;00309;Ecuaciones Diferenciales;A;80;03;10;C;1140;1310;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21916;DAMA;00309;Ecuaciones Diferenciales;A;80;03;10;D;1430;1600;18-08-2025;19-12-2025;;;;;Y;;;;;;
202520;21916;DAMA;00309;Ecuaciones Diferenciales;A;80;03;10;F;1800;1930;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21924;DACF;00003;Servicio Farmaceutico Comunita;A;13;06;1;E;1615;1745;18-08-2025;19-12-2025;;;;;Y;;;;;;
202520;21924;DACF;00003;Servicio Farmaceutico Comunita;A;13;06;1;E;1615;1745;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21929;DAMA;00133;Elementos De Matematica;A;50;01;1;A;0810;0940;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21929;DAMA;00133;Elementos De Matematica;A;50;01;1;B;0955;1125;18-08-2025;19-12-2025;;;;;Y;;;;;;
202520;21929;DAMA;00133;Elementos De Matematica;A;50;01;1;C;1140;1310;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21930;DAMA;00295;Matemáticas II;A;80;02;1;A;0810;0940;18-08-2025;19-12-2025;;;;;Y;;;;;;
202520;21930;DAMA;00295;Matemáticas II;A;80;02;1;A;0810;0940;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21930;DAMA;00295;Matemáticas II;A;80;02;1;A;0810;0940;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21930;DAMA;00295;Matemáticas II;A;80;02;1;A;0810;0940;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21931;DAMA;00410;Cálculo III;A;80;03;10;A;0810;0940;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21931;DAMA;00410;Cálculo III;A;80;03;10;B;0955;1125;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21931;DAMA;00410;Cálculo III;A;80;03;10;B;0955;1125;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21931;DAMA;00410;Cálculo III;A;80;03;10;E;1615;1745;18-08-2025;19-12-2025;;;;;Y;;;;;;
202520;21944;DAIM;00719;Seguridad y Legislación Labora;A;30;07;1;B;0955;1125;18-08-2025;19-12-2025;Y;;;;;;;;;LCDAIM001;90
202520;21944;DAIM;00719;Seguridad y Legislación Labora;A;30;07;1;C;1140;1310;18-08-2025;19-12-2025;;;Y;;;;;;;LCDAIM001;90
202520;21956;DAMA;01101;Matematicas 1;A;40;01;1;A;0810;0940;18-08-2025;19-12-2025;;;;;Y;;;;;;
202520;21956;DAMA;01101;Matematicas 1;A;40;01;1;A;0810;0940;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21956;DAMA;01101;Matematicas 1;A;40;01;1;E;1615;1745;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21957;DATE;00048;Filosofía y Ciencia;A;40;03;44;B;0955;1125;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21985;DAIQ;00600;Termodinámica;A;30;03;8;D;1430;1600;18-08-2025;19-12-2025;;;;;Y;;;;;;
202520;21985;DAIQ;00600;Termodinámica;A;30;03;8;E;1615;1745;18-08-2025;19-12-2025;;;;;Y;;;;;;
202520;22059;DDOC;02184;Inglés 2;A;30;02;38;B;0955;1125;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;22059;DDOC;02184;Inglés 2;A;30;02;38;B;0955;1125;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;22060;DDOC;02184;Inglés 2;A;30;02;38;C;1140;1310;18-08-2025;19-12-2025;;;;;Y;;;;;;
202520;22060;DDOC;02184;Inglés 2;A;30;02;38;C;1140;1310;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;22061;DDOC;02184;Inglés 2;A;30;02;38;D;1430;1600;18-08-2025;19-12-2025;;;;;Y;;;;;;
202520;22061;DDOC;02184;Inglés 2;A;30;02;38;D;1430;1600;18-08-2025;19-12-2025;;;Y;;;;;PISO1;ACSR;;
202520;22062;DDOC;02184;Inglés 2;A;30;02;38;D;1430;1600;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;22062;DDOC;02184;Inglés 2;A;30;02;38;D;1430;1600;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;22063;DDOC;02184;Inglés 2;A;30;02;38;D;1430;1600;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;22063;DDOC;02184;Inglés 2;A;30;02;38;D;1430;1600;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;22064;DDOC;02184;Inglés 2;A;30;02;38;D;1430;1600;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;22064;DDOC;02184;Inglés 2;A;30;02;38;D;1430;1600;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;22065;DDOC;02184;Inglés 2;A;30;02;38;D;1430;1600;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;22065;DDOC;02184;Inglés 2;A;30;02;38;D;1430;1600;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;22066;DDOC;02184;Inglés 2;A;30;02;38;A;0810;0940;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;22066;DDOC;02184;Inglés 2;A;30;02;38;A;0810;0940;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;22067;DDOC;02184;Inglés 2;A;30;02;38;D;1430;1600;18-08-2025;19-12-2025;;;;;Y;;;;;;
202520;22067;DDOC;02184;Inglés 2;A;30;02;38;D;1430;1600;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;22068;DDOC;02184;Inglés 2;A;30;02;38;E;1615;1745;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;22068;DDOC;02184;Inglés 2;A;30;02;38;E;1615;1745;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;22069;DDOC;02184;Inglés 2;A;30;02;38;E;1615;1745;18-08-2025;19-12-2025;;;;;Y;;;;;;
202520;22069;DDOC;02184;Inglés 2;A;30;02;38;E;1615;1745;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;22070;DDOC;02184;Inglés 2;A;30;02;38;E;1615;1745;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;22070;DDOC;02184;Inglés 2;A;30;02;38;E;1615;1745;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;22071;DDOC;02184;Inglés 2;A;30;02;38;E;1615;1745;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;22071;DDOC;02184;Inglés 2;A;30;02;38;E;1615;1745;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;22072;DDOC;02184;Inglés 2;A;30;02;38;E;1615;1745;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;22072;DDOC;02184;Inglés 2;A;30;02;38;E;1615;1745;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;22073;DDOC;02184;Inglés 2;A;30;02;38;A;0810;0940;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;22073;DDOC;02184;Inglés 2;A;30;02;38;A;0810;0940;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;22074;DDOC;02184;Inglés 2;A;30;02;38;E;1615;1745;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;22074;DDOC;02184;Inglés 2;A;30;02;38;E;1615;1745;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;22076;DAAD;00200;Administracion;A;40;02;1;B;0955;1125;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;22076;DAAD;00200;Administracion;A;40;02;1;C;1140;1310;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;22095;DACF;00620;Ecotoxicología;A;10;06;1;E;1615;1745;18-08-2025;19-12-2025;;;;;Y;;;;;;
202520;22095;DACF;00620;Ecotoxicología;A;10;06;1;E;1615;1745;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;22118;DAEC;00301;Microeconomia I;A;43;03;3;D;1430;1600;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;22118;DAEC;00301;Microeconomia I;A;43;03;3;D;1430;1600;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;22130;EAPS;00401;Psicopatologia 1;A;23;04;1;F;1800;1930;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;22142;EAPS;00400;Psicologia Del Aprendizaje;A;40;04;1;D;1430;1600;18-08-2025;19-12-2025;;;;Y;;;;;TMTC;;
202520;22142;EAPS;00400;Psicologia Del Aprendizaje;A;40;04;1;E;1615;1745;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;22157;DAIM;00890;Gest. Operaciones y Pr.Mineros;A;40;08;1;A;0810;0940;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;22157;DAIM;00890;Gest. Operaciones y Pr.Mineros;A;40;08;1;C;1140;1310;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;22204;DAIM;00306;Mineralogía;A;20;03;1;D;1430;1600;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;22204;DAIM;00306;Mineralogía;A;20;03;1;D;1430;1600;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;22204;DAIM;00306;Mineralogía;A;20;03;1;E;1615;1745;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;22211;DAFI;00104;Introducción a la Física;A;36;01;9;A;0810;0940;18-08-2025;19-12-2025;;;;;Y;;;;;LCDAFI001;60
202520;22211;DAFI;00104;Introducción a la Física;A;36;01;9;A;0810;0940;18-08-2025;19-12-2025;;;;Y;;;;;;LCDAFI001;60
202520;22211;DAFI;00104;Introducción a la Física;A;36;01;9;A;0810;0940;18-08-2025;19-12-2025;;Y;;;;;;;;LCDAFI001;60
202520;22212;DAFI;00104;Introducción a la Física;A;60;01;9;A;0810;0940;18-08-2025;19-12-2025;;;;;Y;;;;;;
202520;22212;DAFI;00104;Introducción a la Física;A;60;01;9;A;0810;0940;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;22212;DAFI;00104;Introducción a la Física;A;60;01;9;A;0810;0940;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;22216;DAFI;00206;Mecánica;A;60;02;9;A;0810;0940;18-08-2025;19-12-2025;;;;;Y;;;;;;
202520;22216;DAFI;00206;Mecánica;A;60;02;9;A;0810;0940;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;22216;DAFI;00206;Mecánica;A;60;02;9;A;0810;0940;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;22229;DAFI;00206;Mecánica;A;60;02;9;A;0810;0940;18-08-2025;19-12-2025;;;;;Y;;;;;;
202520;22229;DAFI;00206;Mecánica;A;60;02;9;A;0810;0940;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;22229;DAFI;00206;Mecánica;A;60;02;9;A;0810;0940;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;22230;DAFI;00206;Mecánica;A;60;02;9;A;0810;0940;18-08-2025;19-12-2025;;;;;Y;;;;;;
202520;22230;DAFI;00206;Mecánica;A;60;02;9;A;0810;0940;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;22230;DAFI;00206;Mecánica;A;60;02;9;A;0810;0940;18-08-2025;19-12-2025;;Y;;;;;;;;;
